invoice_no,date,workshop,vehicle_id,plate,make_model,odometer_km,kind,subtotal,vat,total,pdf_file
INV-10705184,2023-03-26,יואב חשמל ופנסים (בדיקה),VH-68,13-218-43,Hyundai i10,21520,routine,853.43,145.08,998.51,INV-10705184_VH-68.pdf
INV-52958066,2023-12-07,יוסי צמיגים ופרונט (בדיקה),VH-68,13-218-43,Hyundai i10,24343,routine,756.94,128.68,885.62,INV-52958066_VH-68.pdf
INV-27049386,2023-06-01,מוסך העיר (בדיקה),VH-68,13-218-43,Hyundai i10,26052,routine,1038.74,176.59,1215.33,INV-27049386_VH-68.pdf
INV-79197111,2023-12-26,יוסי צמיגים ופרונט (בדיקה),VH-68,13-218-43,Hyundai i10,27475,tires,1629.25,276.97,1906.22,INV-79197111_VH-68.pdf
INV-57134324,2023-01-11,יואב חשמל ופנסים (בדיקה),VH-68,13-218-43,Hyundai i10,29089,lights,287.23,48.83,336.06,INV-57134324_VH-68.pdf
INV-43244741,2023-08-20,עובד חלפים מקוריים (בדיקה),VH-68,13-218-43,Hyundai i10,31888,spark_plugs,795.5,135.24,930.74,INV-43244741_VH-68.pdf
INV-96289365,2023-06-24,מוסך המרכז (בדיקה),VH-69,23-710-65,Kia Niro,3618,routine,588.83,100.1,688.93,INV-96289365_VH-69.pdf
INV-41834374,2024-05-30,עובד חלפים מקוריים (בדיקה),VH-69,23-710-65,Kia Niro,6672,routine,901.16,153.2,1054.36,INV-41834374_VH-69.pdf
INV-55969051,2024-05-01,יואב חשמל ופנסים (בדיקה),VH-69,23-710-65,Kia Niro,8964,routine,528.5,89.85,618.35,INV-55969051_VH-69.pdf
INV-12542782,2024-05-01,מוסך צי צפון (בדיקה),VH-69,23-710-65,Kia Niro,10982,routine,834.23,141.82,976.05,INV-12542782_VH-69.pdf
INV-67345957,2024-08-12,מוסך העיר (בדיקה),VH-69,23-710-65,Kia Niro,13207,routine,1150.97,195.66,1346.63,INV-67345957_VH-69.pdf
INV-49690282,2024-06-03,יואב חשמל ופנסים (בדיקה),VH-69,23-710-65,Kia Niro,15402,routine,800.12,136.02,936.14,INV-49690282_VH-69.pdf
INV-25014257,2023-07-23,מוסך העיר (בדיקה),VH-69,23-710-65,Kia Niro,18292,routine,969.61,164.83,1134.44,INV-25014257_VH-69.pdf
INV-23361328,2023-06-26,יואב חשמל ופנסים (בדיקה),VH-69,23-710-65,Kia Niro,20249,routine,793.94,134.97,928.91,INV-23361328_VH-69.pdf
INV-63767316,2023-04-13,עובד חלפים מקוריים (בדיקה),VH-69,23-710-65,Kia Niro,22715,routine,589.22,100.17,689.39,INV-63767316_VH-69.pdf
INV-69681579,2024-11-21,מוסך צי צפון (בדיקה),VH-69,23-710-65,Kia Niro,25560,tires,2021.34,343.63,2364.97,INV-69681579_VH-69.pdf
INV-61327303,2023-01-02,יוסי צמיגים ופרונט (בדיקה),VH-69,23-710-65,Kia Niro,28153,lights,317.57,53.99,371.56,INV-61327303_VH-69.pdf
INV-67046226,2023-06-04,עובד חלפים מקוריים (בדיקה),VH-69,23-710-65,Kia Niro,30063,spark_plugs,743.25,126.35,869.6,INV-67046226_VH-69.pdf
INV-02529867,2023-04-14,מוסך המרכז (בדיקה),VH-70,75-218-59,Ford Transit,6441,routine,931.01,158.27,1089.28,INV-02529867_VH-70.pdf
INV-19785758,2023-02-25,מוסך צי צפון (בדיקה),VH-70,75-218-59,Ford Transit,7482,routine,691.01,117.47,808.48,INV-19785758_VH-70.pdf
INV-12059438,2024-06-28,מוסך צי צפון (בדיקה),VH-70,75-218-59,Ford Transit,8965,routine,798.98,135.83,934.81,INV-12059438_VH-70.pdf
INV-77509546,2024-04-20,יוסי צמיגים ופרונט (בדיקה),VH-70,75-218-59,Ford Transit,9624,routine,841.95,143.13,985.08,INV-77509546_VH-70.pdf
INV-60754091,2023-10-01,מוסך העיר (בדיקה),VH-70,75-218-59,Ford Transit,10534,routine,624.12,106.1,730.22,INV-60754091_VH-70.pdf
INV-22764579,2023-06-29,יואב חשמל ופנסים (בדיקה),VH-70,75-218-59,Ford Transit,11684,routine,670.83,114.04,784.87,INV-22764579_VH-70.pdf
INV-15502916,2024-06-20,מוסך המרכז (בדיקה),VH-70,75-218-59,Ford Transit,12758,routine,845.18,143.68,988.86,INV-15502916_VH-70.pdf
INV-24161394,2023-11-06,מוסך המרכז (בדיקה),VH-70,75-218-59,Ford Transit,13775,routine,849.17,144.36,993.53,INV-24161394_VH-70.pdf
INV-36424809,2023-02-20,יואב חשמל ופנסים (בדיקה),VH-70,75-218-59,Ford Transit,14963,routine,652.44,110.91,763.35,INV-36424809_VH-70.pdf
INV-62447951,2024-02-21,יוסי צמיגים ופרונט (בדיקה),VH-70,75-218-59,Ford Transit,15601,routine,504.8,85.82,590.62,INV-62447951_VH-70.pdf
INV-96958678,2024-09-15,יוסי צמיגים ופרונט (בדיקה),VH-70,75-218-59,Ford Transit,17041,tires,1444.69,245.6,1690.29,INV-96958678_VH-70.pdf
INV-26460917,2023-08-04,עובד חלפים מקוריים (בדיקה),VH-70,75-218-59,Ford Transit,18188,lights,417.07,70.9,487.97,INV-26460917_VH-70.pdf
INV-57702992,2024-01-14,מוסך צי צפון (בדיקה),VH-70,75-218-59,Ford Transit,19109,spark_plugs,1023.71,174.03,1197.74,INV-57702992_VH-70.pdf
INV-82691163,2024-05-17,מוסך העיר (בדיקה),VH-71,65-101-76,Chevrolet Spark,2726,routine,499.55,84.92,584.47,INV-82691163_VH-71.pdf
INV-36945515,2024-02-15,יואב חשמל ופנסים (בדיקה),VH-71,65-101-76,Chevrolet Spark,5168,routine,779.99,132.6,912.59,INV-36945515_VH-71.pdf
INV-72264085,2024-05-21,מוסך צי צפון (בדיקה),VH-71,65-101-76,Chevrolet Spark,7321,routine,870.62,148.01,1018.63,INV-72264085_VH-71.pdf
INV-66309329,2024-01-28,יוסי צמיגים ופרונט (בדיקה),VH-71,65-101-76,Chevrolet Spark,10341,routine,999.54,169.92,1169.46,INV-66309329_VH-71.pdf
INV-32971509,2024-02-23,מוסך המרכז (בדיקה),VH-71,65-101-76,Chevrolet Spark,12586,routine,683.89,116.26,800.15,INV-32971509_VH-71.pdf
INV-32735241,2023-06-15,יואב חשמל ופנסים (בדיקה),VH-71,65-101-76,Chevrolet Spark,14935,routine,786.59,133.72,920.31,INV-32735241_VH-71.pdf
INV-32781952,2024-12-01,יואב חשמל ופנסים (בדיקה),VH-71,65-101-76,Chevrolet Spark,17460,routine,678.9,115.41,794.31,INV-32781952_VH-71.pdf
INV-87616481,2023-02-03,מוסך המרכז (בדיקה),VH-71,65-101-76,Chevrolet Spark,20536,routine,1180.38,200.66,1381.04,INV-87616481_VH-71.pdf
INV-04605687,2023-01-25,מוסך המרכז (בדיקה),VH-71,65-101-76,Chevrolet Spark,23149,routine,603.76,102.64,706.4,INV-04605687_VH-71.pdf
INV-56523734,2023-04-25,יואב חשמל ופנסים (בדיקה),VH-71,65-101-76,Chevrolet Spark,26332,tires,1850.22,314.54,2164.76,INV-56523734_VH-71.pdf
INV-54757494,2023-09-08,יוסי צמיגים ופרונט (בדיקה),VH-71,65-101-76,Chevrolet Spark,29597,lights,521.88,88.72,610.6,INV-54757494_VH-71.pdf
INV-95442947,2023-08-15,עובד חלפים מקוריים (בדיקה),VH-71,65-101-76,Chevrolet Spark,33154,spark_plugs,862.69,146.66,1009.35,INV-95442947_VH-71.pdf
INV-43039429,2024-09-14,יואב חשמל ופנסים (בדיקה),VH-72,65-171-95,Kia Niro,6268,routine,687.99,116.96,804.95,INV-43039429_VH-72.pdf
INV-25298585,2024-02-20,מוסך העיר (בדיקה),VH-72,65-171-95,Kia Niro,9020,routine,817.64,139.0,956.64,INV-25298585_VH-72.pdf
INV-60153433,2024-05-08,מוסך העיר (בדיקה),VH-72,65-171-95,Kia Niro,11474,routine,621.34,105.63,726.97,INV-60153433_VH-72.pdf
INV-79083350,2024-10-27,יוסי צמיגים ופרונט (בדיקה),VH-72,65-171-95,Kia Niro,13646,routine,534.81,90.92,625.73,INV-79083350_VH-72.pdf
INV-81079833,2023-10-05,יוסי צמיגים ופרונט (בדיקה),VH-72,65-171-95,Kia Niro,17158,routine,978.88,166.41,1145.29,INV-81079833_VH-72.pdf
INV-72094841,2023-09-08,מוסך המרכז (בדיקה),VH-72,65-171-95,Kia Niro,20068,routine,755.9,128.5,884.4,INV-72094841_VH-72.pdf
INV-33997718,2024-06-19,יואב חשמל ופנסים (בדיקה),VH-72,65-171-95,Kia Niro,21586,routine,895.38,152.21,1047.59,INV-33997718_VH-72.pdf
INV-17318939,2023-07-21,יוסי צמיגים ופרונט (בדיקה),VH-72,65-171-95,Kia Niro,23227,routine,791.1,134.49,925.59,INV-17318939_VH-72.pdf
INV-39970469,2024-03-29,יוסי צמיגים ופרונט (בדיקה),VH-72,65-171-95,Kia Niro,26331,tires,1836.83,312.26,2149.09,INV-39970469_VH-72.pdf
INV-35488471,2023-09-28,יוסי צמיגים ופרונט (בדיקה),VH-72,65-171-95,Kia Niro,29634,lights,623.55,106.0,729.55,INV-35488471_VH-72.pdf
INV-22164175,2024-06-05,עובד חלפים מקוריים (בדיקה),VH-72,65-171-95,Kia Niro,32059,spark_plugs,833.52,141.7,975.22,INV-22164175_VH-72.pdf
INV-87149392,2023-11-11,יואב חשמל ופנסים (בדיקה),VH-73,48-619-49,Mazda 3,2790,routine,820.13,139.42,959.55,INV-87149392_VH-73.pdf
INV-58796434,2023-06-11,יואב חשמל ופנסים (בדיקה),VH-73,48-619-49,Mazda 3,5240,routine,829.63,141.04,970.67,INV-58796434_VH-73.pdf
INV-57469660,2023-11-10,יואב חשמל ופנסים (בדיקה),VH-73,48-619-49,Mazda 3,7812,routine,960.63,163.31,1123.94,INV-57469660_VH-73.pdf
INV-40334450,2024-10-23,עובד חלפים מקוריים (בדיקה),VH-73,48-619-49,Mazda 3,10857,routine,557.77,94.82,652.59,INV-40334450_VH-73.pdf
INV-74113257,2023-07-24,מוסך העיר (בדיקה),VH-73,48-619-49,Mazda 3,13221,routine,784.95,133.44,918.39,INV-74113257_VH-73.pdf
INV-73499601,2024-11-06,יוסי צמיגים ופרונט (בדיקה),VH-73,48-619-49,Mazda 3,15719,routine,703.62,119.62,823.24,INV-73499601_VH-73.pdf
INV-15622949,2023-10-19,מוסך צי צפון (בדיקה),VH-73,48-619-49,Mazda 3,17806,routine,486.25,82.66,568.91,INV-15622949_VH-73.pdf
INV-84021557,2024-07-13,מוסך העיר (בדיקה),VH-73,48-619-49,Mazda 3,19491,routine,844.56,143.58,988.14,INV-84021557_VH-73.pdf
INV-44902166,2023-07-23,יוסי צמיגים ופרונט (בדיקה),VH-73,48-619-49,Mazda 3,21970,tires,1932.1,328.46,2260.56,INV-44902166_VH-73.pdf
INV-08587495,2023-01-17,יוסי צמיגים ופרונט (בדיקה),VH-73,48-619-49,Mazda 3,24236,lights,521.42,88.64,610.06,INV-08587495_VH-73.pdf
INV-81979316,2023-04-26,מוסך צי צפון (בדיקה),VH-73,48-619-49,Mazda 3,26437,spark_plugs,1212.88,206.19,1419.07,INV-81979316_VH-73.pdf
INV-95786069,2023-12-05,מוסך המרכז (בדיקה),VH-74,99-402-80,Hyundai i10,4573,routine,560.9,95.35,656.25,INV-95786069_VH-74.pdf
INV-43958739,2023-08-19,יוסי צמיגים ופרונט (בדיקה),VH-74,99-402-80,Hyundai i10,6238,routine,916.58,155.82,1072.4,INV-43958739_VH-74.pdf
INV-34210890,2023-06-06,מוסך העיר (בדיקה),VH-74,99-402-80,Hyundai i10,8451,routine,760.24,129.24,889.48,INV-34210890_VH-74.pdf
INV-34264335,2023-11-19,עובד חלפים מקוריים (בדיקה),VH-74,99-402-80,Hyundai i10,10482,routine,669.35,113.79,783.14,INV-34264335_VH-74.pdf
INV-36077633,2024-01-20,יוסי צמיגים ופרונט (בדיקה),VH-74,99-402-80,Hyundai i10,12174,routine,562.37,95.6,657.97,INV-36077633_VH-74.pdf
INV-12317955,2024-06-02,יואב חשמל ופנסים (בדיקה),VH-74,99-402-80,Hyundai i10,14310,routine,687.22,116.83,804.05,INV-12317955_VH-74.pdf
INV-17006661,2024-01-04,מוסך העיר (בדיקה),VH-74,99-402-80,Hyundai i10,15703,routine,883.1,150.13,1033.23,INV-17006661_VH-74.pdf
INV-16704502,2024-10-29,מוסך צי צפון (בדיקה),VH-74,99-402-80,Hyundai i10,17055,routine,615.85,104.69,720.54,INV-16704502_VH-74.pdf
INV-09345962,2024-04-26,יוסי צמיגים ופרונט (בדיקה),VH-74,99-402-80,Hyundai i10,19251,tires,1835.2,311.98,2147.18,INV-09345962_VH-74.pdf
INV-12073465,2024-01-09,עובד חלפים מקוריים (בדיקה),VH-74,99-402-80,Hyundai i10,21632,lights,449.99,76.5,526.49,INV-12073465_VH-74.pdf
INV-70260869,2023-12-06,יואב חשמל ופנסים (בדיקה),VH-74,99-402-80,Hyundai i10,22666,spark_plugs,787.95,133.95,921.9,INV-70260869_VH-74.pdf
INV-17768729,2023-04-05,יואב חשמל ופנסים (בדיקה),VH-75,96-866-32,Ford Transit,5913,routine,769.81,130.87,900.68,INV-17768729_VH-75.pdf
INV-59177932,2023-05-12,עובד חלפים מקוריים (בדיקה),VH-75,96-866-32,Ford Transit,8143,routine,861.41,146.44,1007.85,INV-59177932_VH-75.pdf
INV-64913342,2024-11-06,יואב חשמל ופנסים (בדיקה),VH-75,96-866-32,Ford Transit,10524,routine,682.77,116.07,798.84,INV-64913342_VH-75.pdf
INV-94256529,2024-11-15,מוסך צי צפון (בדיקה),VH-75,96-866-32,Ford Transit,12517,routine,1079.64,183.54,1263.18,INV-94256529_VH-75.pdf
INV-20203265,2024-10-09,מוסך צי צפון (בדיקה),VH-75,96-866-32,Ford Transit,14987,routine,626.52,106.51,733.03,INV-20203265_VH-75.pdf
INV-37948714,2024-10-05,יואב חשמל ופנסים (בדיקה),VH-75,96-866-32,Ford Transit,16781,routine,854.4,145.25,999.65,INV-37948714_VH-75.pdf
INV-78715841,2023-09-19,יואב חשמל ופנסים (בדיקה),VH-75,96-866-32,Ford Transit,19273,routine,624.95,106.24,731.19,INV-78715841_VH-75.pdf
INV-71184254,2023-05-10,מוסך העיר (בדיקה),VH-75,96-866-32,Ford Transit,20756,routine,711.51,120.96,832.47,INV-71184254_VH-75.pdf
INV-83230358,2023-07-06,מוסך העיר (בדיקה),VH-75,96-866-32,Ford Transit,23271,routine,886.29,150.67,1036.96,INV-83230358_VH-75.pdf
INV-82521293,2024-01-07,יואב חשמל ופנסים (בדיקה),VH-75,96-866-32,Ford Transit,25298,tires,3075.82,522.89,3598.71,INV-82521293_VH-75.pdf
INV-64686775,2023-07-27,יוסי צמיגים ופרונט (בדיקה),VH-75,96-866-32,Ford Transit,26870,lights,495.57,84.25,579.82,INV-64686775_VH-75.pdf
INV-39910622,2024-07-23,עובד חלפים מקוריים (בדיקה),VH-75,96-866-32,Ford Transit,29121,spark_plugs,947.52,161.08,1108.6,INV-39910622_VH-75.pdf
INV-93351342,2023-06-13,מוסך צי צפון (בדיקה),VH-76,80-953-10,Kia Niro,4338,routine,1061.18,180.4,1241.58,INV-93351342_VH-76.pdf
INV-45018481,2023-06-05,מוסך המרכז (בדיקה),VH-76,80-953-10,Kia Niro,5373,routine,588.67,100.07,688.74,INV-45018481_VH-76.pdf
INV-97215406,2023-11-02,מוסך צי צפון (בדיקה),VH-76,80-953-10,Kia Niro,6503,routine,675.55,114.84,790.39,INV-97215406_VH-76.pdf
INV-74381199,2024-08-22,מוסך צי צפון (בדיקה),VH-76,80-953-10,Kia Niro,7958,routine,732.16,124.47,856.63,INV-74381199_VH-76.pdf
INV-14448564,2024-03-18,מוסך צי צפון (בדיקה),VH-76,80-953-10,Kia Niro,8618,routine,663.19,112.74,775.93,INV-14448564_VH-76.pdf
INV-96417899,2023-09-06,מוסך צי צפון (בדיקה),VH-76,80-953-10,Kia Niro,9703,routine,1097.69,186.61,1284.3,INV-96417899_VH-76.pdf
INV-19113599,2023-02-13,מוסך צי צפון (בדיקה),VH-76,80-953-10,Kia Niro,10413,routine,1011.01,171.87,1182.88,INV-19113599_VH-76.pdf
INV-98066039,2024-10-24,עובד חלפים מקוריים (בדיקה),VH-76,80-953-10,Kia Niro,11845,routine,660.25,112.24,772.49,INV-98066039_VH-76.pdf
INV-45553470,2023-01-30,יוסי צמיגים ופרונט (בדיקה),VH-76,80-953-10,Kia Niro,13157,tires,2028.77,344.89,2373.66,INV-45553470_VH-76.pdf
INV-65271559,2024-07-14,יוסי צמיגים ופרונט (בדיקה),VH-76,80-953-10,Kia Niro,14391,lights,523.98,89.08,613.06,INV-65271559_VH-76.pdf
INV-65972634,2023-04-14,עובד חלפים מקוריים (בדיקה),VH-77,84-721-93,Kia Niro,4619,routine,880.87,149.75,1030.62,INV-65972634_VH-77.pdf
INV-50139488,2024-01-06,מוסך צי צפון (בדיקה),VH-77,84-721-93,Kia Niro,7052,routine,507.17,86.22,593.39,INV-50139488_VH-77.pdf
INV-96425856,2023-03-19,מוסך העיר (בדיקה),VH-77,84-721-93,Kia Niro,8155,routine,635.68,108.07,743.75,INV-96425856_VH-77.pdf
INV-15370382,2023-10-28,מוסך המרכז (בדיקה),VH-77,84-721-93,Kia Niro,9990,routine,919.5,156.31,1075.81,INV-15370382_VH-77.pdf
INV-73204309,2023-08-13,מוסך המרכז (בדיקה),VH-77,84-721-93,Kia Niro,12294,routine,618.13,105.08,723.21,INV-73204309_VH-77.pdf
INV-89696454,2023-07-16,מוסך העיר (בדיקה),VH-77,84-721-93,Kia Niro,13539,routine,896.79,152.45,1049.24,INV-89696454_VH-77.pdf
INV-25389218,2023-11-24,יואב חשמל ופנסים (בדיקה),VH-77,84-721-93,Kia Niro,15047,routine,751.24,127.71,878.95,INV-25389218_VH-77.pdf
INV-83749079,2023-08-22,מוסך העיר (בדיקה),VH-77,84-721-93,Kia Niro,16542,routine,696.89,118.47,815.36,INV-83749079_VH-77.pdf
INV-05721514,2023-01-23,יואב חשמל ופנסים (בדיקה),VH-77,84-721-93,Kia Niro,18190,routine,1051.46,178.75,1230.21,INV-05721514_VH-77.pdf
INV-37484539,2023-05-17,עובד חלפים מקוריים (בדיקה),VH-77,84-721-93,Kia Niro,20664,tires,3036.14,516.14,3552.28,INV-37484539_VH-77.pdf
INV-09059119,2024-08-23,מוסך העיר (בדיקה),VH-77,84-721-93,Kia Niro,22107,lights,308.79,52.49,361.28,INV-09059119_VH-77.pdf
INV-07151169,2023-07-03,מוסך צי צפון (בדיקה),VH-77,84-721-93,Kia Niro,24350,spark_plugs,1031.07,175.28,1206.35,INV-07151169_VH-77.pdf
INV-52647124,2023-12-18,יואב חשמל ופנסים (בדיקה),VH-78,96-318-75,Skoda Octavia,4666,routine,699.08,118.84,817.92,INV-52647124_VH-78.pdf
INV-18409080,2023-03-25,מוסך המרכז (בדיקה),VH-78,96-318-75,Skoda Octavia,6225,routine,585.97,99.61,685.58,INV-18409080_VH-78.pdf
INV-40995123,2023-01-13,מוסך העיר (בדיקה),VH-78,96-318-75,Skoda Octavia,7604,routine,637.47,108.37,745.84,INV-40995123_VH-78.pdf
INV-95927282,2023-04-10,עובד חלפים מקוריים (בדיקה),VH-78,96-318-75,Skoda Octavia,9831,routine,1009.87,171.68,1181.55,INV-95927282_VH-78.pdf
INV-15298217,2023-05-04,מוסך העיר (בדיקה),VH-78,96-318-75,Skoda Octavia,12091,routine,740.55,125.89,866.44,INV-15298217_VH-78.pdf
INV-67181535,2024-04-10,עובד חלפים מקוריים (בדיקה),VH-78,96-318-75,Skoda Octavia,13790,routine,878.37,149.32,1027.69,INV-67181535_VH-78.pdf
INV-79181589,2023-02-12,מוסך צי צפון (בדיקה),VH-78,96-318-75,Skoda Octavia,14780,routine,734.01,124.78,858.79,INV-79181589_VH-78.pdf
INV-27346666,2024-10-20,מוסך העיר (בדיקה),VH-78,96-318-75,Skoda Octavia,16094,routine,432.76,73.57,506.33,INV-27346666_VH-78.pdf
INV-74080314,2024-05-10,מוסך העיר (בדיקה),VH-78,96-318-75,Skoda Octavia,17562,routine,1011.5,171.96,1183.46,INV-74080314_VH-78.pdf
INV-04635806,2023-02-19,יוסי צמיגים ופרונט (בדיקה),VH-78,96-318-75,Skoda Octavia,19241,tires,2347.03,399.0,2746.03,INV-04635806_VH-78.pdf
INV-23513739,2023-04-12,מוסך העיר (בדיקה),VH-78,96-318-75,Skoda Octavia,20808,lights,576.18,97.95,674.13,INV-23513739_VH-78.pdf
INV-35263560,2023-10-25,יואב חשמל ופנסים (בדיקה),VH-78,96-318-75,Skoda Octavia,21720,spark_plugs,811.8,138.01,949.81,INV-35263560_VH-78.pdf
INV-43460666,2024-11-27,מוסך צי צפון (בדיקה),VH-79,75-779-91,Ford Transit,5253,routine,1051.0,178.67,1229.67,INV-43460666_VH-79.pdf
INV-60723111,2023-09-17,מוסך צי צפון (בדיקה),VH-79,75-779-91,Ford Transit,6647,routine,668.73,113.68,782.41,INV-60723111_VH-79.pdf
INV-46484494,2023-12-02,מוסך העיר (בדיקה),VH-79,75-779-91,Ford Transit,10088,routine,613.65,104.32,717.97,INV-46484494_VH-79.pdf
INV-32807711,2023-03-30,יואב חשמל ופנסים (בדיקה),VH-79,75-779-91,Ford Transit,13316,routine,737.2,125.32,862.52,INV-32807711_VH-79.pdf
INV-57279083,2023-03-11,מוסך המרכז (בדיקה),VH-79,75-779-91,Ford Transit,15644,routine,549.35,93.39,642.74,INV-57279083_VH-79.pdf
INV-42573066,2023-06-06,יוסי צמיגים ופרונט (בדיקה),VH-79,75-779-91,Ford Transit,18901,routine,543.94,92.47,636.41,INV-42573066_VH-79.pdf
INV-70713984,2024-10-04,יואב חשמל ופנסים (בדיקה),VH-79,75-779-91,Ford Transit,21009,routine,711.53,120.96,832.49,INV-70713984_VH-79.pdf
INV-88092550,2023-04-25,יוסי צמיגים ופרונט (בדיקה),VH-79,75-779-91,Ford Transit,22523,routine,712.44,121.11,833.55,INV-88092550_VH-79.pdf
INV-69130981,2023-01-04,מוסך צי צפון (בדיקה),VH-79,75-779-91,Ford Transit,24022,routine,847.65,144.1,991.75,INV-69130981_VH-79.pdf
INV-37945772,2024-09-22,יוסי צמיגים ופרונט (בדיקה),VH-79,75-779-91,Ford Transit,26242,tires,2085.15,354.48,2439.63,INV-37945772_VH-79.pdf
INV-25064207,2024-02-02,מוסך העיר (בדיקה),VH-79,75-779-91,Ford Transit,29806,lights,545.68,92.77,638.45,INV-25064207_VH-79.pdf
INV-66777675,2023-12-28,מוסך המרכז (בדיקה),VH-80,96-417-38,Chevrolet Spark,4428,routine,507.51,86.28,593.79,INV-66777675_VH-80.pdf
INV-39395786,2023-07-30,מוסך העיר (בדיקה),VH-80,96-417-38,Chevrolet Spark,5773,routine,557.09,94.71,651.8,INV-39395786_VH-80.pdf
INV-49603358,2023-04-22,מוסך צי צפון (בדיקה),VH-80,96-417-38,Chevrolet Spark,7814,routine,1182.39,201.01,1383.4,INV-49603358_VH-80.pdf
INV-36924926,2023-07-04,מוסך צי צפון (בדיקה),VH-80,96-417-38,Chevrolet Spark,8851,routine,659.79,112.16,771.95,INV-36924926_VH-80.pdf
INV-27599801,2024-04-24,עובד חלפים מקוריים (בדיקה),VH-80,96-417-38,Chevrolet Spark,11237,routine,511.54,86.96,598.5,INV-27599801_VH-80.pdf
INV-53234159,2023-12-06,יוסי צמיגים ופרונט (בדיקה),VH-80,96-417-38,Chevrolet Spark,12736,routine,750.24,127.54,877.78,INV-53234159_VH-80.pdf
INV-41822261,2023-12-13,מוסך צי צפון (בדיקה),VH-80,96-417-38,Chevrolet Spark,14015,routine,756.41,128.59,885.0,INV-41822261_VH-80.pdf
INV-43127102,2024-10-05,מוסך העיר (בדיקה),VH-80,96-417-38,Chevrolet Spark,16132,routine,803.54,136.6,940.14,INV-43127102_VH-80.pdf
INV-99270795,2024-01-07,עובד חלפים מקוריים (בדיקה),VH-80,96-417-38,Chevrolet Spark,18619,tires,3348.26,569.2,3917.46,INV-99270795_VH-80.pdf
INV-21354159,2023-11-04,יואב חשמל ופנסים (בדיקה),VH-80,96-417-38,Chevrolet Spark,20700,lights,500.9,85.15,586.05,INV-21354159_VH-80.pdf
INV-38480752,2024-01-09,מוסך צי צפון (בדיקה),VH-80,96-417-38,Chevrolet Spark,23059,spark_plugs,715.44,121.62,837.06,INV-38480752_VH-80.pdf
INV-71580290,2023-02-11,עובד חלפים מקוריים (בדיקה),VH-81,15-350-70,Ford Transit,3441,routine,725.85,123.39,849.24,INV-71580290_VH-81.pdf
INV-46558665,2024-01-25,מוסך צי צפון (בדיקה),VH-81,15-350-70,Ford Transit,4999,routine,615.01,104.55,719.56,INV-46558665_VH-81.pdf
INV-71581021,2024-05-15,יואב חשמל ופנסים (בדיקה),VH-81,15-350-70,Ford Transit,7101,routine,551.25,93.71,644.96,INV-71581021_VH-81.pdf
INV-00591297,2023-08-31,מוסך העיר (בדיקה),VH-81,15-350-70,Ford Transit,10610,routine,659.48,112.11,771.59,INV-00591297_VH-81.pdf
INV-31211063,2023-05-05,מוסך העיר (בדיקה),VH-81,15-350-70,Ford Transit,13743,routine,553.14,94.03,647.17,INV-31211063_VH-81.pdf
INV-37927490,2024-06-26,מוסך המרכז (בדיקה),VH-81,15-350-70,Ford Transit,16338,routine,501.42,85.24,586.66,INV-37927490_VH-81.pdf
INV-93113253,2023-09-27,יואב חשמל ופנסים (בדיקה),VH-81,15-350-70,Ford Transit,19881,routine,591.65,100.58,692.23,INV-93113253_VH-81.pdf
INV-36453804,2024-02-27,מוסך העיר (בדיקה),VH-81,15-350-70,Ford Transit,22864,routine,652.04,110.85,762.89,INV-36453804_VH-81.pdf
INV-61701595,2023-12-19,מוסך צי צפון (בדיקה),VH-81,15-350-70,Ford Transit,24479,routine,1163.47,197.79,1361.26,INV-61701595_VH-81.pdf
INV-75747583,2023-11-23,יואב חשמל ופנסים (בדיקה),VH-81,15-350-70,Ford Transit,27015,tires,2151.24,365.71,2516.95,INV-75747583_VH-81.pdf
INV-67772266,2023-11-29,מוסך העיר (בדיקה),VH-81,15-350-70,Ford Transit,30665,lights,629.36,106.99,736.35,INV-67772266_VH-81.pdf
INV-06229231,2023-06-02,מוסך צי צפון (בדיקה),VH-81,15-350-70,Ford Transit,33080,spark_plugs,648.21,110.2,758.41,INV-06229231_VH-81.pdf
INV-84337976,2023-06-12,מוסך צי צפון (בדיקה),VH-82,90-689-34,Mazda 3,6782,routine,763.94,129.87,893.81,INV-84337976_VH-82.pdf
INV-15794238,2023-03-03,מוסך המרכז (בדיקה),VH-82,90-689-34,Mazda 3,10476,routine,807.13,137.21,944.34,INV-15794238_VH-82.pdf
INV-49691928,2023-11-12,יוסי צמיגים ופרונט (בדיקה),VH-82,90-689-34,Mazda 3,12300,routine,1038.13,176.48,1214.61,INV-49691928_VH-82.pdf
INV-10756335,2024-01-14,יואב חשמל ופנסים (בדיקה),VH-82,90-689-34,Mazda 3,16015,routine,1150.09,195.52,1345.61,INV-10756335_VH-82.pdf
INV-95325939,2024-05-02,מוסך המרכז (בדיקה),VH-82,90-689-34,Mazda 3,18762,routine,700.65,119.11,819.76,INV-95325939_VH-82.pdf
INV-16295187,2024-04-26,מוסך העיר (בדיקה),VH-82,90-689-34,Mazda 3,20947,routine,732.11,124.46,856.57,INV-16295187_VH-82.pdf
INV-34250733,2023-09-30,מוסך המרכז (בדיקה),VH-82,90-689-34,Mazda 3,23449,routine,697.95,118.65,816.6,INV-34250733_VH-82.pdf
INV-57598339,2024-07-29,מוסך צי צפון (בדיקה),VH-82,90-689-34,Mazda 3,26729,routine,509.03,86.54,595.57,INV-57598339_VH-82.pdf
